Location,MSAS,Year,Day,Ratio,Moon,Moon_fraction_perc,Moon_altitude_deg,Cloud_time,Clouds_total,Clouds_low,Clouds_mid,Clouds_high,Lightpolution,Temperature,Month,Moon_fraction,Moon_altitude
Borkum-Ostland,21.32,2023,18,0.36,No,21,0,2023-01-17 19:00:00,22,12,18,0,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.022,2023,18,0.36,No,21,0,2023-01-17 20:00:00,38,7,53,0,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,20.576,2023,18,0.36,No,21,0,2023-01-17 21:00:00,18,7,19,0,No,0.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.054,2023,18,0.36,No,21,0,2023-01-17 22:00:00,51,23,51,0,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,20.636,2023,18,0.36,No,21,0,2023-01-17 23:00:00,22,10,21,0,No,0.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.142,2023,18,0.36,No,21,0,2023-01-18 00:00:00,14,5,15,0,No,0.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.538,2023,18,0.36,No,21,0,2023-01-18 01:00:00,40,41,4,4,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,21.873,2023,18,0.36,No,21,0,2023-01-18 02:00:00,23,22,5,0,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,21.63,2023,18,0.36,No,21,0,2023-01-18 03:00:00,7,7,1,0,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,21.64,2023,18,0.36,No,21,0,2023-01-18 04:00:00,19,13,12,0,No,-1.0,1,0 till 25 %,0 deg.
Borkum-Ostland,21.62,2023,18,0.36,No,21,0,2023-01-18 05:00:00,7,7,1,0,No,-0.7,1,0 till 25 %,0 deg.
Borkum-Ostland,21.222,2023,19,0.36,No,12,0,2023-01-18 19:00:00,100,83,21,98,No,2.02,1,0 till 25 %,0 deg.
Borkum-Ostland,21.244,2023,19,0.36,No,12,0,2023-01-18 20:00:00,22,15,0,27,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.204,2023,19,0.36,No,12,0,2023-01-18 21:00:00,100,58,95,17,No,2.44,1,0 till 25 %,0 deg.
Borkum-Ostland,21.073,2023,19,0.36,No,12,0,2023-01-18 22:00:00,100,52,54,99,No,2.26,1,0 till 25 %,0 deg.
Borkum-Ostland,21.17,2023,19,0.36,No,12,0,2023-01-18 23:00:00,60,37,11,66,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,21.484,2023,19,0.36,No,12,0,2023-01-19 00:00:00,23,20,7,3,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,21.464,2023,19,0.36,No,12,0,2023-01-19 01:00:00,64,17,33,97,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.59,2023,19,0.36,No,12,0,2023-01-19 02:00:00,59,40,14,50,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.582,2023,19,0.36,No,12,0,2023-01-19 03:00:00,100,45,60,91,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.636,2023,19,0.36,No,12,0,2023-01-19 04:00:00,88,9,83,100,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.708,2023,19,0.36,No,12,0,2023-01-19 05:00:00,68,11,47,100,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.05,2023,19,0.36,No,12,0,2023-01-19 06:00:00,100,39,100,100,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.018,2023,19,0.36,No,12,0,2023-01-19 07:00:00,100,39,92,100,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,20.012,2023,20,0.36,No,5,0,2023-01-19 19:00:00,28,23,12,1,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.096,2023,20,0.36,No,5,0,2023-01-19 20:00:00,77,16,83,41,No,0.6,1,0 till 25 %,0 deg.
Borkum-Ostland,20.146,2023,20,0.36,No,5,0,2023-01-19 21:00:00,78,8,90,55,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.278,2023,20,0.36,No,5,0,2023-01-19 22:00:00,75,12,100,15,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.42,2023,20,0.36,No,5,0,2023-01-19 23:00:00,100,17,100,97,No,0.1,1,0 till 25 %,0 deg.
Borkum-Ostland,21.008,2023,20,0.36,No,5,0,2023-01-20 00:00:00,44,5,40,51,No,0.1,1,0 till 25 %,0 deg.
Borkum-Ostland,21.34,2023,20,0.36,No,5,0,2023-01-20 01:00:00,42,4,60,9,No,0.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.62,2023,20,0.36,No,5,0,2023-01-20 02:00:00,43,0,71,0,No,0.1,1,0 till 25 %,0 deg.
Borkum-Ostland,21.66,2023,20,0.36,No,5,0,2023-01-20 03:00:00,26,0,44,0,No,-0.7,1,0 till 25 %,0 deg.
Borkum-Ostland,21.8,2023,20,0.36,No,5,0,2023-01-20 04:00:00,1,0,1,0,No,-0.7,1,0 till 25 %,0 deg.
Borkum-Ostland,21.9,2023,20,0.36,No,5,0,2023-01-20 05:00:00,0,0,0,0,No,-1.0,1,0 till 25 %,0 deg.
Borkum-Ostland,21.678,2023,20,0.36,No,5,0,2023-01-20 06:00:00,0,0,0,0,No,-1.0,1,0 till 25 %,0 deg.
Borkum-Ostland,20.636,2023,20,0.36,No,5,0,2023-01-20 07:00:00,0,0,0,0,No,-0.4,1,0 till 25 %,0 deg.
Borkum-Ostland,21.09,2023,21,0.36,No,1,0,2023-01-20 19:00:00,0,0,0,0,No,-0.4,1,0 till 25 %,0 deg.
Borkum-Ostland,21.062,2023,21,0.36,No,1,0,2023-01-20 20:00:00,0,0,0,0,No,-0.4,1,0 till 25 %,0 deg.
Borkum-Ostland,21.176,2023,21,0.36,No,1,0,2023-01-20 21:00:00,0,0,0,0,No,0.1,1,0 till 25 %,0 deg.
Borkum-Ostland,21.044,2023,21,0.36,No,1,0,2023-01-20 22:00:00,1,1,0,0,No,-0.4,1,0 till 25 %,0 deg.
Borkum-Ostland,21.47,2023,21,0.36,No,1,0,2023-01-20 23:00:00,15,13,5,0,No,-2.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.46,2023,21,0.36,No,1,0,2023-01-21 00:00:00,27,25,7,0,No,-3.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.45,2023,21,0.36,No,1,0,2023-01-21 01:00:00,6,7,0,0,No,-3.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.46,2023,21,0.36,No,1,0,2023-01-21 02:00:00,0,0,0,0,No,-3.0,1,0 till 25 %,0 deg.
Borkum-Ostland,21.435,2023,21,0.36,No,1,0,2023-01-21 03:00:00,40,18,40,0,No,-1.0,1,0 till 25 %,0 deg.
Borkum-Ostland,21.752,2023,21,0.36,No,1,0,2023-01-21 04:00:00,30,26,11,0,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.782,2023,21,0.36,No,1,0,2023-01-21 05:00:00,11,12,0,0,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.66,2023,21,0.36,No,1,0,2023-01-21 06:00:00,15,17,0,0,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,20.636,2023,21,0.36,No,1,0,2023-01-21 07:00:00,31,34,0,0,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.008,2023,22,0.36,No,0,0,2023-01-21 19:00:00,47,52,0,0,No,3.02,1,0 till 25 %,0 deg.
Borkum-Ostland,21.164,2023,22,0.36,No,0,0,2023-01-21 20:00:00,87,97,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.18,2023,22,0.36,No,0,0,2023-01-21 21:00:00,88,98,0,0,No,2.96,1,0 till 25 %,0 deg.
Borkum-Ostland,21.16,2023,22,0.36,No,0,0,2023-01-21 22:00:00,68,75,0,0,No,3.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.308,2023,22,0.36,No,0,0,2023-01-21 23:00:00,58,64,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.26,2023,22,0.36,No,0,0,2023-01-22 00:00:00,59,66,0,0,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.304,2023,22,0.36,No,0,0,2023-01-22 01:00:00,70,74,5,0,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.338,2023,22,0.36,No,0,0,2023-01-22 02:00:00,88,96,2,0,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.638,2023,22,0.36,No,0,0,2023-01-22 03:00:00,90,100,0,0,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.914,2023,22,0.36,No,0,0,2023-01-22 04:00:00,90,100,0,0,No,1.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.76,2023,22,0.36,No,0,0,2023-01-22 05:00:00,86,95,0,0,No,1.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.274,2023,22,0.36,No,0,0,2023-01-22 06:00:00,91,100,0,2,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,20.786,2023,22,0.36,No,0,0,2023-01-22 07:00:00,88,91,0,19,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.132,2023,23,0.36,No,2,0,2023-01-22 19:00:00,90,100,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.138,2023,23,0.36,No,2,0,2023-01-22 20:00:00,90,100,0,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,21.232,2023,23,0.36,No,2,0,2023-01-22 21:00:00,90,100,0,0,No,2.58,1,0 till 25 %,0 deg.
Borkum-Ostland,21.27,2023,23,0.36,No,2,0,2023-01-22 22:00:00,90,100,0,0,No,3.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.228,2023,23,0.36,No,2,0,2023-01-22 23:00:00,90,100,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.217,2023,23,0.36,No,2,0,2023-01-23 00:00:00,90,100,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.76,2023,23,0.36,No,2,0,2023-01-23 01:00:00,90,100,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.286,2023,23,0.36,No,2,0,2023-01-23 02:00:00,90,100,0,0,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.68,2023,23,0.36,No,2,0,2023-01-23 03:00:00,89,99,0,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,21.534,2023,23,0.36,No,2,0,2023-01-23 04:00:00,90,100,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.768,2023,23,0.36,No,2,0,2023-01-23 05:00:00,90,100,0,0,No,2.74,1,0 till 25 %,0 deg.
Borkum-Ostland,21.152,2023,23,0.36,No,2,0,2023-01-23 06:00:00,88,98,0,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,20.556,2023,23,0.36,No,2,0,2023-01-23 07:00:00,82,91,0,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,20.968,2023,24,0.36,No,7,0,2023-01-23 19:00:00,100,100,0,82,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.058,2023,24,0.36,No,7,0,2023-01-23 20:00:00,81,89,0,2,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.126,2023,24,0.36,No,7,0,2023-01-23 21:00:00,90,83,0,52,No,2.26,1,0 till 25 %,0 deg.
Borkum-Ostland,21.162,2023,24,0.36,No,7,0,2023-01-23 22:00:00,95,100,0,16,No,1.96,1,0 till 25 %,0 deg.
Borkum-Ostland,21.19,2023,24,0.36,No,7,0,2023-01-23 23:00:00,88,98,0,1,No,2.14,1,0 till 25 %,0 deg.
Borkum-Ostland,21.266,2023,24,0.36,No,7,0,2023-01-24 00:00:00,89,99,0,0,No,2.14,1,0 till 25 %,0 deg.
Borkum-Ostland,21.768,2023,24,0.36,No,7,0,2023-01-24 01:00:00,86,96,0,0,No,2.2,1,0 till 25 %,0 deg.
Borkum-Ostland,21.89,2023,24,0.36,No,7,0,2023-01-24 02:00:00,90,100,0,0,No,2.66,1,0 till 25 %,0 deg.
Borkum-Ostland,22.12,2023,24,0.36,No,7,0,2023-01-24 03:00:00,89,99,0,0,No,2.9,1,0 till 25 %,0 deg.
Borkum-Ostland,22.06,2023,24,0.36,No,7,0,2023-01-24 04:00:00,69,77,0,0,No,2.82,1,0 till 25 %,0 deg.
Borkum-Ostland,22.06,2023,24,0.36,No,7,0,2023-01-24 05:00:00,90,100,0,0,No,2.66,1,0 till 25 %,0 deg.
Borkum-Ostland,21.22,2023,24,0.36,No,7,0,2023-01-24 06:00:00,90,100,0,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,20.616,2023,24,0.36,No,7,0,2023-01-24 07:00:00,90,100,0,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,21.1,2023,25,0.36,No,14,0,2023-01-24 21:00:00,90,100,0,0,No,0.9,1,0 till 25 %,0 deg.
Borkum-Ostland,21.0,2023,25,0.36,No,14,0,2023-01-24 22:00:00,90,100,0,0,No,0.6,1,0 till 25 %,0 deg.
Borkum-Ostland,20.97,2023,25,0.36,No,14,0,2023-01-24 23:00:00,90,100,0,0,No,0.6,1,0 till 25 %,0 deg.
Borkum-Ostland,20.867,2023,25,0.36,No,14,0,2023-01-25 00:00:00,90,100,0,0,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,22.28,2023,25,0.36,No,14,0,2023-01-25 01:00:00,90,100,0,0,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,22.384,2023,25,0.36,No,14,0,2023-01-25 02:00:00,90,100,0,0,No,0.1,1,0 till 25 %,0 deg.
Borkum-Ostland,22.514,2023,25,0.36,No,14,0,2023-01-25 03:00:00,90,100,0,0,No,0.1,1,0 till 25 %,0 deg.
Borkum-Ostland,22.602,2023,25,0.36,No,14,0,2023-01-25 04:00:00,90,100,0,0,No,-0.4,1,0 till 25 %,0 deg.
Borkum-Ostland,22.516,2023,25,0.36,No,14,0,2023-01-25 05:00:00,90,100,0,0,No,-0.4,1,0 till 25 %,0 deg.
Borkum-Ostland,20.68,2023,25,0.36,No,14,0,2023-01-25 06:00:00,90,100,0,0,No,-0.7,1,0 till 25 %,0 deg.
Borkum-Ostland,20.165,2023,25,0.36,No,14,0,2023-01-25 07:00:00,90,100,0,0,No,-0.7,1,0 till 25 %,0 deg.
Borkum-Ostland,20.892,2023,26,0.36,No,23,0,2023-01-25 23:00:00,100,100,100,0,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,20.96,2023,26,0.36,No,23,0,2023-01-26 00:00:00,100,100,100,0,No,0.3,1,0 till 25 %,0 deg.
Borkum-Ostland,21.998,2023,26,0.36,No,23,0,2023-01-26 01:00:00,100,100,100,0,No,0.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.746,2023,26,0.36,No,23,0,2023-01-26 02:00:00,100,100,100,0,No,0.9,1,0 till 25 %,0 deg.
Borkum-Ostland,22.125,2023,26,0.36,No,23,0,2023-01-26 03:00:00,100,100,100,0,No,1.6,1,0 till 25 %,0 deg.
Borkum-Ostland,21.606,2023,26,0.36,No,23,0,2023-01-26 04:00:00,100,100,100,0,No,2.5,1,0 till 25 %,0 deg.
Borkum-Ostland,21.712,2023,26,0.36,No,23,0,2023-01-26 05:00:00,88,31,100,0,No,5.4,1,0 till 25 %,0 deg.
Borkum-Ostland,21.22,2023,26,0.36,No,23,0,2023-01-26 06:00:00,96,41,99,0,No,5.28,1,0 till 25 %,0 deg.
Borkum-Ostland,20.392,2023,26,0.36,No,23,0,2023-01-26 07:00:00,43,17,46,0,No,4.62,1,0 till 25 %,0 deg.
Borkum-Ostland,20.87,2023,16,0.36,No,25,0,2023-02-15 20:00:00,30,0,0,100,No,4.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.634,2023,16,0.36,No,25,0,2023-02-15 21:00:00,35,0,8,100,No,4.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.946,2023,16,0.36,No,25,0,2023-02-15 22:00:00,67,0,61,100,No,5.1,2,0 till 25 %,0 deg.
Borkum-Ostland,21.456,2023,16,0.36,No,25,0,2023-02-15 23:00:00,15,0,0,49,No,4.8,2,0 till 25 %,0 deg.
Borkum-Ostland,21.562,2023,16,0.36,No,25,0,2023-02-16 00:00:00,0,0,0,0,No,4.1,2,0 till 25 %,0 deg.
Borkum-Ostland,21.77,2023,16,0.36,No,25,0,2023-02-16 01:00:00,0,0,0,0,No,3.5,2,0 till 25 %,0 deg.
Borkum-Ostland,21.77,2023,16,0.36,No,25,0,2023-02-16 02:00:00,21,0,0,70,No,3.32,2,0 till 25 %,0 deg.
Borkum-Ostland,21.66,2023,16,0.36,No,25,0,2023-02-16 03:00:00,32,0,5,98,No,3.5,2,0 till 25 %,0 deg.
Borkum-Ostland,21.464,2023,16,0.36,No,25,0,2023-02-16 04:00:00,91,12,84,98,No,3.5,2,0 till 25 %,0 deg.
Borkum-Ostland,21.57,2023,16,0.36,No,25,0,2023-02-16 05:00:00,100,14,99,98,No,4.5,2,0 till 25 %,0 deg.
Borkum-Ostland,20.874,2023,16,0.36,Yes,25,0,2023-02-16 06:00:00,100,44,95,100,No,4.8,2,0 till 25 %,0 deg.
Borkum-Ostland,19.623,2023,17,0.36,No,16,0,2023-02-16 19:00:00,100,100,100,100,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,20.295,2023,17,0.36,No,16,0,2023-02-16 20:00:00,100,100,14,100,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,20.424,2023,17,0.36,No,16,0,2023-02-16 21:00:00,100,100,100,100,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,20.282,2023,17,0.36,No,16,0,2023-02-16 22:00:00,100,100,75,99,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,20.36,2023,17,0.36,No,16,0,2023-02-16 23:00:00,100,100,53,100,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,20.47,2023,17,0.36,No,16,0,2023-02-17 00:00:00,100,100,100,100,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,21.274,2023,17,0.36,No,16,0,2023-02-17 01:00:00,100,100,85,100,No,7.58,2,0 till 25 %,0 deg.
Borkum-Ostland,21.516,2023,17,0.36,No,16,0,2023-02-17 02:00:00,100,100,100,100,No,7.76,2,0 till 25 %,0 deg.
Borkum-Ostland,21.276,2023,17,0.36,No,16,0,2023-02-17 03:00:00,100,100,100,100,No,7.94,2,0 till 25 %,0 deg.
Borkum-Ostland,21.344,2023,17,0.36,No,16,0,2023-02-17 04:00:00,100,100,100,100,No,7.82,2,0 till 25 %,0 deg.
Borkum-Ostland,21.51,2023,17,0.36,No,16,0,2023-02-17 05:00:00,100,100,100,100,No,7.7,2,0 till 25 %,0 deg.
Borkum-Ostland,20.742,2023,17,0.36,No,16,0,2023-02-17 06:00:00,100,100,19,100,No,7.7,2,0 till 25 %,0 deg.
Borkum-Ostland,21.01,2023,18,0.36,No,8,0,2023-02-17 20:00:00,30,0,0,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.91,2023,18,0.36,No,8,0,2023-02-17 21:00:00,32,0,3,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.972,2023,18,0.36,No,8,0,2023-02-17 22:00:00,61,0,51,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,21.186,2023,18,0.36,No,8,0,2023-02-17 23:00:00,32,0,3,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,21.056,2023,18,0.36,No,8,0,2023-02-18 00:00:00,90,0,100,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.88,2023,18,0.36,No,8,0,2023-02-18 01:00:00,90,0,100,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.736,2023,18,0.36,No,8,0,2023-02-18 02:00:00,90,0,100,100,No,6.1,2,0 till 25 %,0 deg.
Borkum-Ostland,20.998,2023,18,0.36,No,8,0,2023-02-18 03:00:00,99,10,100,100,No,6.4,2,0 till 25 %,0 deg.
Borkum-Ostland,21.37,2023,18,0.36,No,8,0,2023-02-18 04:00:00,100,99,100,100,No,6.34,2,0 till 25 %,0 deg.
Borkum-Ostland,21.528,2023,18,0.36,No,8,0,2023-02-18 05:00:00,100,100,100,100,No,5.92,2,0 till 25 %,0 deg.
Borkum-Ostland,21.194,2023,18,0.36,No,8,0,2023-02-18 06:00:00,100,100,100,100,No,5.98,2,0 till 25 %,0 deg.
Borkum-Ostland,20.88,2023,19,0.36,No,3,0,2023-02-18 20:00:00,100,100,100,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.952,2023,19,0.36,No,3,0,2023-02-18 21:00:00,100,79,100,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.902,2023,19,0.36,No,3,0,2023-02-18 22:00:00,100,100,100,100,No,5.64,2,0 till 25 %,0 deg.
Borkum-Ostland,21.172,2023,19,0.36,No,3,0,2023-02-18 23:00:00,100,100,100,100,No,5.4,2,0 till 25 %,0 deg.
Borkum-Ostland,21.408,2023,19,0.36,No,3,0,2023-02-19 00:00:00,100,100,100,100,No,5.16,2,0 till 25 %,0 deg.
Borkum-Ostland,21.426,2023,19,0.36,No,3,0,2023-02-19 01:00:00,100,100,100,100,No,5.1,2,0 till 25 %,0 deg.
Borkum-Ostland,21.323,2023,19,0.36,No,3,0,2023-02-19 02:00:00,100,100,100,100,No,5.04,2,0 till 25 %,0 deg.
Borkum-Ostland,21.478,2023,19,0.36,No,3,0,2023-02-19 03:00:00,100,100,100,27,No,4.5,2,0 till 25 %,0 deg.
Borkum-Ostland,21.414,2023,19,0.36,No,3,0,2023-02-19 04:00:00,100,100,100,44,No,3.8,2,0 till 25 %,0 deg.
Borkum-Ostland,21.724,2023,19,0.36,No,3,0,2023-02-19 05:00:00,100,98,100,100,No,3.86,2,0 till 25 %,0 deg.
Borkum-Ostland,21.21,2023,19,0.36,No,3,0,2023-02-19 06:00:00,100,54,100,0,No,3.74,2,0 till 25 %,0 deg.
Borkum-Ostland,20.854,2023,20,0.36,No,0,0,2023-02-19 20:00:00,92,32,55,100,No,4.5,2,0 till 25 %,0 deg.
Borkum-Ostland,20.678,2023,20,0.36,No,0,0,2023-02-19 21:00:00,65,0,58,100,No,4.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.822,2023,20,0.36,No,0,0,2023-02-19 22:00:00,92,3,99,100,No,5.04,2,0 till 25 %,0 deg.
Borkum-Ostland,20.822,2023,20,0.36,No,0,0,2023-02-19 23:00:00,78,3,75,100,No,5.1,2,0 till 25 %,0 deg.
Borkum-Ostland,20.886,2023,20,0.36,No,0,0,2023-02-20 00:00:00,77,0,100,56,No,5.1,2,0 till 25 %,0 deg.
Borkum-Ostland,21.1,2023,20,0.36,No,0,0,2023-02-20 01:00:00,86,0,94,100,No,5.4,2,0 till 25 %,0 deg.
Borkum-Ostland,21.146,2023,20,0.36,No,0,0,2023-02-20 02:00:00,89,0,100,95,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,21.03,2023,20,0.36,No,0,0,2023-02-20 03:00:00,73,0,72,100,No,6.28,2,0 till 25 %,0 deg.
Borkum-Ostland,20.83,2023,20,0.36,No,0,0,2023-02-20 04:00:00,30,0,0,100,No,5.8,2,0 till 25 %,0 deg.
Borkum-Ostland,20.85,2023,20,0.36,No,0,0,2023-02-20 05:00:00,32,2,0,100,No,6.1,2,0 till 25 %,0 deg.
Borkum-Ostland,20.766,2023,20,0.36,No,0,0,2023-02-20 06:00:00,100,100,0,100,No,6.1,2,0 till 25 %,0 deg.
Borkum-Ostland,20.81,2023,21,0.36,No,1,0,2023-02-20 20:00:00,100,100,100,0,No,8.7,2,0 till 25 %,0 deg.
Borkum-Ostland,20.882,2023,21,0.36,No,1,0,2023-02-20 21:00:00,100,100,100,0,No,8.3,2,0 till 25 %,0 deg.
Borkum-Ostland,20.91,2023,21,0.36,No,1,0,2023-02-20 22:00:00,94,38,100,0,No,8.0,2,0 till 25 %,0 deg.
Borkum-Ostland,20.84,2023,21,0.36,No,1,0,2023-02-20 23:00:00,100,100,100,0,No,8.0,2,0 till 25 %,0 deg.
Borkum-Ostland,21.104,2023,21,0.36,No,1,0,2023-02-21 00:00:00,100,100,100,0,No,8.0,2,0 till 25 %,0 deg.
Borkum-Ostland,21.796,2023,21,0.36,No,1,0,2023-02-21 01:00:00,100,100,100,0,No,8.0,2,0 till 25 %,0 deg.
Borkum-Ostland,21.868,2023,21,0.36,No,1,0,2023-02-21 02:00:00,100,100,100,0,No,7.7,2,0 till 25 %,0 deg.
Borkum-Ostland,21.912,2023,21,0.36,No,1,0,2023-02-21 03:00:00,100,100,35,0,No,7.7,2,0 till 25 %,0 deg.
Borkum-Ostland,22.054,2023,21,0.36,No,1,0,2023-02-21 04:00:00,92,100,3,0,No,7.7,2,0 till 25 %,0 deg.
Borkum-Ostland,21.744,2023,21,0.36,No,1,0,2023-02-21 05:00:00,90,100,0,0,No,7.7,2,0 till 25 %,0 deg.
Borkum-Ostland,20.924,2023,21,0.36,No,1,0,2023-02-21 06:00:00,90,100,0,0,No,7.32,2,0 till 25 %,0 deg.
Borkum-Ostland,21.11,2023,22,0.36,No,4,0,2023-02-21 20:00:00,90,100,0,0,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,21.088,2023,22,0.36,No,4,0,2023-02-21 21:00:00,82,87,0,12,No,7.46,2,0 till 25 %,0 deg.
Borkum-Ostland,21.23,2023,22,0.36,No,4,0,2023-02-21 22:00:00,98,100,0,25,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,20.822,2023,22,0.36,No,4,0,2023-02-21 23:00:00,100,100,0,52,No,7.4,2,0 till 25 %,0 deg.
Borkum-Ostland,21.388,2023,22,0.36,No,4,0,2023-02-22 00:00:00,100,100,0,99,No,7.08,2,0 till 25 %,0 deg.
Borkum-Ostland,22.128,2023,22,0.36,No,4,0,2023-02-22 01:00:00,100,100,73,50,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,22.024,2023,22,0.36,No,4,0,2023-02-22 02:00:00,100,100,36,100,No,7.32,2,0 till 25 %,0 deg.
Borkum-Ostland,21.912,2023,22,0.36,No,4,0,2023-02-22 03:00:00,100,100,3,99,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,22.154,2023,22,0.36,No,4,0,2023-02-22 04:00:00,100,100,0,93,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,22.016,2023,22,0.36,No,4,0,2023-02-22 05:00:00,100,100,0,100,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,21.118,2023,22,0.36,No,4,0,2023-02-22 06:00:00,100,100,15,100,No,7.0,2,0 till 25 %,0 deg.
Borkum-Ostland,20.862,2023,23,0.36,No,10,0,2023-02-22 21:00:00,100,99,96,100,No,6.1,2,0 till 25 %,0 deg.
Borkum-Ostland,21.0,2023,23,0.36,No,10,0,2023-02-22 22:00:00,100,100,100,100,No,6.28,2,0 till 25 %,0 deg.
Borkum-Ostland,20.95,2023,23,0.36,No,10,0,2023-02-22 23:00:00,100,100,59,100,No,6.1,2,0 till 25 %,0 deg.
Borkum-Ostland,20.95,2023,23,0.36,No,10,0,2023-02-23 00:00:00,100,100,91,100,No,6.1,2,0 till 25 %,0 deg.
Borkum-Ostland,21.754,2023,23,0.36,No,10,0,2023-02-23 01:00:00,100,100,16,96,No,6.1,2,0 till 25 %,0 deg.
