Location,MSAS,Year,Day,Ratio,Moon,Moon_fraction_perc,Moon_altitude_deg,Cloud_time,Clouds_total,Clouds_low,Clouds_mid,Clouds_high,Lightpolution,Temperature,Month,Moon_fraction,Moon_altitude
Noordpolderzijl,21.246,2023,13,0.61,No,3,0,2023-10-12 20:00:00,90,100,0,0,No,13.5,10,0 till 25 %,0 deg.
Noordpolderzijl,21.986,2023,13,0.61,No,3,0,2023-10-12 21:00:00,90,100,0,0,No,13.5,10,0 till 25 %,0 deg.
Noordpolderzijl,21.822,2023,13,0.61,No,3,0,2023-10-12 22:00:00,100,100,0,98,No,13.8,10,0 till 25 %,0 deg.
Noordpolderzijl,22.105,2023,13,0.61,No,3,0,2023-10-12 23:00:00,100,80,0,100,No,13.86,10,0 till 25 %,0 deg.
Noordpolderzijl,23.468,2023,13,0.61,No,3,0,2023-10-13 00:00:00,100,94,0,100,No,14.1,10,0 till 25 %,0 deg.
Noordpolderzijl,22.284,2023,13,0.61,No,3,0,2023-10-13 01:00:00,100,100,0,100,No,14.5,10,0 till 25 %,0 deg.
Noordpolderzijl,21.877,2023,13,0.61,No,3,0,2023-10-13 02:00:00,100,100,5,100,No,15.16,10,0 till 25 %,0 deg.
Noordpolderzijl,21.372,2023,13,0.61,No,3,0,2023-10-13 03:00:00,100,100,100,100,No,16.1,10,0 till 25 %,0 deg.
Noordpolderzijl,21.054,2023,13,0.61,No,3,0,2023-10-13 04:00:00,100,100,100,100,No,16.94,10,0 till 25 %,0 deg.
Noordpolderzijl,21.236,2023,13,0.61,No,3,0,2023-10-13 05:00:00,100,53,100,100,No,17.0,10,0 till 25 %,0 deg.
Noordpolderzijl,20.554,2023,14,0.61,No,1,0,2023-10-13 20:00:00,100,61,41,100,No,19.66,10,0 till 25 %,0 deg.
Noordpolderzijl,20.798,2023,14,0.61,No,1,0,2023-10-13 21:00:00,100,100,14,100,No,19.78,10,0 till 25 %,0 deg.
Noordpolderzijl,20.938,2023,14,0.61,No,1,0,2023-10-13 22:00:00,100,100,71,56,No,19.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.268,2023,14,0.61,No,1,0,2023-10-13 23:00:00,100,63,100,100,No,15.4,10,0 till 25 %,0 deg.
Noordpolderzijl,21.214,2023,14,0.61,No,1,0,2023-10-14 00:00:00,95,10,100,86,No,15.1,10,0 till 25 %,0 deg.
Noordpolderzijl,21.528,2023,14,0.61,No,1,0,2023-10-14 01:00:00,62,39,1,88,No,14.5,10,0 till 25 %,0 deg.
Noordpolderzijl,21.454,2023,14,0.61,No,1,0,2023-10-14 02:00:00,53,58,1,0,No,14.1,10,0 till 25 %,0 deg.
Noordpolderzijl,21.315,2023,14,0.61,No,1,0,2023-10-14 03:00:00,30,19,21,0,No,14.1,10,0 till 25 %,0 deg.
Noordpolderzijl,21.362,2023,14,0.61,No,1,0,2023-10-14 04:00:00,20,10,19,0,No,13.8,10,0 till 25 %,0 deg.
Noordpolderzijl,20.903,2023,14,0.61,No,1,0,2023-10-14 05:00:00,12,5,13,0,No,13.68,10,0 till 25 %,0 deg.
Noordpolderzijl,20.23,2023,15,0.61,No,0,0,2023-10-14 19:00:00,21,6,26,0,No,11.9,10,0 till 25 %,0 deg.
Noordpolderzijl,20.863,2023,15,0.61,No,0,0,2023-10-14 20:00:00,30,13,31,0,No,11.2,10,0 till 25 %,0 deg.
Noordpolderzijl,20.897,2023,15,0.61,No,0,0,2023-10-14 21:00:00,10,7,6,0,No,11.52,10,0 till 25 %,0 deg.
Noordpolderzijl,21.37,2023,15,0.61,No,0,0,2023-10-14 22:00:00,19,8,19,0,No,11.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.382,2023,15,0.61,No,0,0,2023-10-14 23:00:00,26,9,30,0,No,11.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.097,2023,15,0.61,No,0,0,2023-10-15 00:00:00,38,19,35,0,No,11.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.46,2023,15,0.61,No,0,0,2023-10-15 01:00:00,60,26,61,0,No,10.9,10,0 till 25 %,0 deg.
Noordpolderzijl,21.816,2023,15,0.61,No,0,0,2023-10-15 02:00:00,63,29,56,11,No,10.6,10,0 till 25 %,0 deg.
Noordpolderzijl,20.994,2023,15,0.61,No,0,0,2023-10-15 03:00:00,50,14,48,27,No,9.06,10,0 till 25 %,0 deg.
Noordpolderzijl,21.524,2023,15,0.61,No,0,0,2023-10-15 04:00:00,70,39,42,34,No,9.3,10,0 till 25 %,0 deg.
Noordpolderzijl,21.482,2023,15,0.61,No,0,0,2023-10-15 05:00:00,68,22,46,67,No,7.7,10,0 till 25 %,0 deg.
Noordpolderzijl,20.468,2023,16,0.61,No,2,0,2023-10-15 19:00:00,70,45,49,0,No,10.3,10,0 till 25 %,0 deg.
Noordpolderzijl,21.128,2023,16,0.61,No,2,0,2023-10-15 20:00:00,23,6,30,0,No,10.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.404,2023,16,0.61,No,2,0,2023-10-15 21:00:00,48,17,54,0,No,10.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.472,2023,16,0.61,No,2,0,2023-10-15 22:00:00,82,48,64,0,No,11.08,10,0 till 25 %,0 deg.
Noordpolderzijl,21.546,2023,16,0.61,No,2,0,2023-10-15 23:00:00,100,53,97,0,No,10.54,10,0 till 25 %,0 deg.
Noordpolderzijl,21.532,2023,16,0.61,No,2,0,2023-10-16 00:00:00,45,22,42,0,No,11.2,10,0 till 25 %,0 deg.
Noordpolderzijl,21.442,2023,16,0.61,No,2,0,2023-10-16 01:00:00,92,37,97,0,No,11.28,10,0 till 25 %,0 deg.
Noordpolderzijl,21.658,2023,16,0.61,No,2,0,2023-10-16 02:00:00,64,36,52,0,No,10.84,10,0 till 25 %,0 deg.
Noordpolderzijl,21.48,2023,16,0.61,No,2,0,2023-10-16 03:00:00,76,32,78,0,No,10.06,10,0 till 25 %,0 deg.
Noordpolderzijl,21.536,2023,16,0.61,No,2,0,2023-10-16 04:00:00,56,33,44,0,No,10.36,10,0 till 25 %,0 deg.
Noordpolderzijl,21.55,2023,16,0.61,No,2,0,2023-10-16 05:00:00,77,40,50,36,No,10.66,10,0 till 25 %,0 deg.
Noordpolderzijl,20.16,2023,17,0.61,No,5,0,2023-10-16 19:00:00,100,67,51,100,No,11.84,10,0 till 25 %,0 deg.
Noordpolderzijl,20.82,2023,17,0.61,No,5,0,2023-10-16 20:00:00,100,82,67,100,No,11.2,10,0 till 25 %,0 deg.
Noordpolderzijl,20.746,2023,17,0.61,No,5,0,2023-10-16 21:00:00,94,48,35,100,No,10.9,10,0 till 25 %,0 deg.
Noordpolderzijl,20.94,2023,17,0.61,No,5,0,2023-10-16 22:00:00,94,56,22,100,No,10.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.18,2023,17,0.61,No,5,0,2023-10-16 23:00:00,88,44,30,100,No,10.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.14,2023,17,0.61,No,5,0,2023-10-17 00:00:00,99,54,35,99,No,10.3,10,0 till 25 %,0 deg.
Noordpolderzijl,21.37,2023,17,0.61,No,5,0,2023-10-17 01:00:00,48,19,1,100,No,9.78,10,0 till 25 %,0 deg.
Noordpolderzijl,21.24,2023,17,0.61,No,5,0,2023-10-17 02:00:00,55,27,1,100,No,9.6,10,0 till 25 %,0 deg.
Noordpolderzijl,21.06,2023,17,0.61,No,5,0,2023-10-17 03:00:00,46,10,16,93,No,8.3,10,0 till 25 %,0 deg.
Noordpolderzijl,21.39,2023,17,0.61,No,5,0,2023-10-17 04:00:00,9,9,1,0,No,7.4,10,0 till 25 %,0 deg.
Noordpolderzijl,21.394,2023,17,0.61,No,5,0,2023-10-17 05:00:00,20,22,0,0,No,7.4,10,0 till 25 %,0 deg.
Noordpolderzijl,20.511,2023,18,0.61,No,11,0,2023-10-17 19:00:00,10,0,0,33,No,7.7,10,0 till 25 %,0 deg.
Noordpolderzijl,21.1,2023,18,0.61,No,11,0,2023-10-17 20:00:00,2,0,0,7,No,7.0,10,0 till 25 %,0 deg.
Noordpolderzijl,21.23,2023,18,0.61,No,11,0,2023-10-17 21:00:00,10,0,0,35,No,6.64,10,0 till 25 %,0 deg.
Noordpolderzijl,21.282,2023,18,0.61,No,11,0,2023-10-17 22:00:00,5,0,0,16,No,6.4,10,0 till 25 %,0 deg.
Noordpolderzijl,21.216,2023,18,0.61,No,11,0,2023-10-17 23:00:00,7,0,0,22,No,5.8,10,0 till 25 %,0 deg.
Noordpolderzijl,21.35,2023,18,0.61,No,11,0,2023-10-18 00:00:00,14,0,0,48,No,5.34,10,0 till 25 %,0 deg.
Noordpolderzijl,21.324,2023,18,0.61,No,11,0,2023-10-18 01:00:00,28,0,0,94,No,4.8,10,0 till 25 %,0 deg.
Noordpolderzijl,21.328,2023,18,0.61,No,11,0,2023-10-18 02:00:00,30,0,0,99,No,5.4,10,0 till 25 %,0 deg.
Noordpolderzijl,21.21,2023,18,0.61,No,11,0,2023-10-18 03:00:00,30,0,0,100,No,6.4,10,0 till 25 %,0 deg.
Noordpolderzijl,21.124,2023,18,0.61,No,11,0,2023-10-18 04:00:00,30,0,0,100,No,6.1,10,0 till 25 %,0 deg.
Noordpolderzijl,20.912,2023,18,0.61,No,11,0,2023-10-18 05:00:00,30,0,0,100,No,6.4,10,0 till 25 %,0 deg.
Noordpolderzijl,20.124,2023,19,0.61,No,18,0,2023-10-18 19:00:00,30,0,0,100,No,9.9,10,0 till 25 %,0 deg.
Noordpolderzijl,20.174,2023,19,0.61,No,18,0,2023-10-18 20:00:00,30,0,0,100,No,9.9,10,0 till 25 %,0 deg.
Noordpolderzijl,20.53,2023,19,0.61,No,18,0,2023-10-18 21:00:00,45,0,25,100,No,9.78,10,0 till 25 %,0 deg.
Noordpolderzijl,20.092,2023,19,0.61,No,18,0,2023-10-18 22:00:00,90,0,100,100,No,10.22,10,0 till 25 %,0 deg.
Noordpolderzijl,20.444,2023,19,0.61,No,18,0,2023-10-18 23:00:00,100,27,100,100,No,10.3,10,0 till 25 %,0 deg.
Noordpolderzijl,20.826,2023,19,0.61,No,18,0,2023-10-19 00:00:00,100,100,100,100,No,9.72,10,0 till 25 %,0 deg.
Noordpolderzijl,21.146,2023,19,0.61,No,18,0,2023-10-19 01:00:00,89,0,99,100,No,9.18,10,0 till 25 %,0 deg.
Noordpolderzijl,21.116,2023,19,0.61,No,18,0,2023-10-19 02:00:00,100,71,100,100,No,9.3,10,0 till 25 %,0 deg.
Noordpolderzijl,22.218,2023,19,0.61,No,18,0,2023-10-19 03:00:00,100,100,100,96,No,9.3,10,0 till 25 %,0 deg.
Noordpolderzijl,22.249,2023,19,0.61,No,18,0,2023-10-19 04:00:00,100,100,100,60,No,9.3,10,0 till 25 %,0 deg.
Noordpolderzijl,22.071,2023,19,0.61,No,18,0,2023-10-19 05:00:00,100,100,100,49,No,9.3,10,0 till 25 %,0 deg.
Noordpolderzijl,21.297,2023,9,0.61,No,18,0,2023-11-08 19:00:00,100,100,87,100,No,9.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.867,2023,9,0.61,No,18,0,2023-11-08 20:00:00,100,100,72,100,No,10.22,11,0 till 25 %,0 deg.
Noordpolderzijl,22.006,2023,9,0.61,No,18,0,2023-11-08 21:00:00,100,100,47,100,No,10.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.702,2023,9,0.61,No,18,0,2023-11-08 22:00:00,100,100,69,100,No,10.6,11,0 till 25 %,0 deg.
Noordpolderzijl,22.028,2023,9,0.61,No,18,0,2023-11-08 23:00:00,100,100,98,100,No,10.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.874,2023,9,0.61,No,18,0,2023-11-09 00:00:00,100,100,89,100,No,11.2,11,0 till 25 %,0 deg.
Noordpolderzijl,22.63,2023,9,0.61,No,18,0,2023-11-09 01:00:00,100,100,99,100,No,11.28,11,0 till 25 %,0 deg.
Noordpolderzijl,22.5,2023,9,0.61,No,18,0,2023-11-09 02:00:00,100,100,100,100,No,11.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.918,2023,9,0.61,No,18,0,2023-11-09 03:00:00,100,100,100,100,No,11.6,11,0 till 25 %,0 deg.
Noordpolderzijl,20.914,2023,10,0.61,No,11,0,2023-11-09 19:00:00,100,100,100,40,No,9.9,11,0 till 25 %,0 deg.
Noordpolderzijl,20.604,2023,10,0.61,No,11,0,2023-11-09 20:00:00,95,90,14,19,No,9.6,11,0 till 25 %,0 deg.
Noordpolderzijl,20.47,2023,10,0.61,No,11,0,2023-11-09 21:00:00,50,17,8,100,No,9.3,11,0 till 25 %,0 deg.
Noordpolderzijl,20.548,2023,10,0.61,No,11,0,2023-11-09 22:00:00,100,38,90,93,No,9.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.746,2023,10,0.61,No,11,0,2023-11-09 23:00:00,84,32,49,86,No,9.0,11,0 till 25 %,0 deg.
Noordpolderzijl,20.884,2023,10,0.61,No,11,0,2023-11-10 00:00:00,100,94,15,70,No,9.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.008,2023,10,0.61,No,11,0,2023-11-10 01:00:00,100,95,21,81,No,8.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.384,2023,10,0.61,No,11,0,2023-11-10 02:00:00,100,83,2,98,No,7.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.32,2023,10,0.61,No,11,0,2023-11-10 03:00:00,100,100,0,96,No,7.7,11,0 till 25 %,0 deg.
Noordpolderzijl,20.734,2023,10,0.61,No,11,0,2023-11-10 04:00:00,100,100,12,100,No,8.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.244,2023,11,0.61,No,6,0,2023-11-10 19:00:00,89,58,12,100,No,8.7,11,0 till 25 %,0 deg.
Noordpolderzijl,20.98,2023,11,0.61,No,6,0,2023-11-10 20:00:00,78,29,37,100,No,8.06,11,0 till 25 %,0 deg.
Noordpolderzijl,21.016,2023,11,0.61,No,6,0,2023-11-10 21:00:00,100,41,99,100,No,8.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.502,2023,11,0.61,No,6,0,2023-11-10 22:00:00,34,27,15,3,No,7.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.048,2023,11,0.61,No,6,0,2023-11-10 23:00:00,87,13,98,56,No,8.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.462,2023,11,0.61,No,6,0,2023-11-11 00:00:00,100,26,79,100,No,8.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.326,2023,11,0.61,No,6,0,2023-11-11 01:00:00,91,44,36,100,No,8.3,11,0 till 25 %,0 deg.
Noordpolderzijl,20.824,2023,11,0.61,No,6,0,2023-11-11 02:00:00,100,63,70,100,No,7.7,11,0 till 25 %,0 deg.
Noordpolderzijl,20.848,2023,11,0.61,No,6,0,2023-11-11 03:00:00,100,30,98,86,No,8.62,11,0 till 25 %,0 deg.
Noordpolderzijl,21.018,2023,11,0.61,No,6,0,2023-11-11 04:00:00,100,60,94,77,No,8.3,11,0 till 25 %,0 deg.
Noordpolderzijl,20.482,2023,11,0.61,No,6,0,2023-11-11 05:00:00,100,86,50,58,No,8.18,11,0 till 25 %,0 deg.
Noordpolderzijl,21.13,2023,12,0.61,No,2,0,2023-11-11 19:00:00,52,35,33,2,No,9.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.12,2023,12,0.61,No,2,0,2023-11-11 20:00:00,47,22,45,0,No,9.42,11,0 till 25 %,0 deg.
Noordpolderzijl,21.164,2023,12,0.61,No,2,0,2023-11-11 21:00:00,35,25,21,0,No,8.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.17,2023,12,0.61,No,2,0,2023-11-11 22:00:00,20,10,18,0,No,6.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.224,2023,12,0.61,No,2,0,2023-11-11 23:00:00,32,21,22,0,No,6.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.172,2023,12,0.61,No,2,0,2023-11-12 00:00:00,43,23,37,0,No,7.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.378,2023,12,0.61,No,2,0,2023-11-12 01:00:00,56,29,49,0,No,7.4,11,0 till 25 %,0 deg.
Noordpolderzijl,21.27,2023,12,0.61,No,2,0,2023-11-12 02:00:00,25,16,18,0,No,6.4,11,0 till 25 %,0 deg.
Noordpolderzijl,21.2,2023,12,0.61,No,2,0,2023-11-12 03:00:00,30,23,15,0,No,6.1,11,0 till 25 %,0 deg.
Noordpolderzijl,21.244,2023,12,0.61,No,2,0,2023-11-12 04:00:00,53,36,35,0,No,6.1,11,0 till 25 %,0 deg.
Noordpolderzijl,21.13,2023,12,0.61,No,2,0,2023-11-12 05:00:00,69,38,58,0,No,6.64,11,0 till 25 %,0 deg.
Noordpolderzijl,21.344,2023,12,0.61,No,2,0,2023-11-12 06:00:00,63,32,57,0,No,5.4,11,0 till 25 %,0 deg.
Noordpolderzijl,20.972,2023,13,0.61,No,0,0,2023-11-12 19:00:00,47,13,18,81,No,6.1,11,0 till 25 %,0 deg.
Noordpolderzijl,20.992,2023,13,0.61,No,0,0,2023-11-12 20:00:00,34,0,11,90,No,6.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.22,2023,13,0.61,No,0,0,2023-11-12 21:00:00,42,3,16,99,No,5.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.21,2023,13,0.61,No,0,0,2023-11-12 22:00:00,42,2,17,100,No,5.1,11,0 till 25 %,0 deg.
Noordpolderzijl,21.176,2023,13,0.61,No,0,0,2023-11-12 23:00:00,40,3,14,97,No,6.7,11,0 till 25 %,0 deg.
Noordpolderzijl,21.25,2023,13,0.61,No,0,0,2023-11-13 00:00:00,48,8,22,91,No,5.4,11,0 till 25 %,0 deg.
Noordpolderzijl,20.92,2023,13,0.61,No,0,0,2023-11-13 01:00:00,32,7,42,0,No,5.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.052,2023,13,0.61,No,0,0,2023-11-13 02:00:00,84,7,80,100,No,6.34,11,0 till 25 %,0 deg.
Noordpolderzijl,21.434,2023,13,0.61,No,0,0,2023-11-13 03:00:00,64,34,6,100,No,6.52,11,0 till 25 %,0 deg.
Noordpolderzijl,21.316,2023,13,0.61,No,0,0,2023-11-13 04:00:00,31,1,0,100,No,6.4,11,0 till 25 %,0 deg.
Noordpolderzijl,21.024,2023,13,0.61,No,0,0,2023-11-13 05:00:00,70,0,66,100,No,6.4,11,0 till 25 %,0 deg.
Noordpolderzijl,20.592,2023,13,0.61,No,0,0,2023-11-13 06:00:00,70,0,66,100,No,5.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.062,2023,14,0.61,No,0,0,2023-11-13 19:00:00,18,11,14,0,No,12.2,11,0 till 25 %,0 deg.
Noordpolderzijl,21.17,2023,14,0.61,No,0,0,2023-11-13 20:00:00,14,5,15,0,No,11.6,11,0 till 25 %,0 deg.
Noordpolderzijl,20.908,2023,14,0.61,No,0,0,2023-11-13 21:00:00,12,6,11,0,No,12.5,11,0 till 25 %,0 deg.
Noordpolderzijl,21.102,2023,14,0.61,No,0,0,2023-11-13 22:00:00,29,17,23,0,No,13.12,11,0 till 25 %,0 deg.
Noordpolderzijl,20.937,2023,14,0.61,No,0,0,2023-11-13 23:00:00,36,23,25,0,No,12.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.376,2023,14,0.61,No,0,0,2023-11-14 00:00:00,59,17,52,43,No,11.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.512,2023,14,0.61,No,0,0,2023-11-14 01:00:00,100,32,87,100,No,11.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.31,2023,14,0.61,No,0,0,2023-11-14 02:00:00,100,75,88,91,No,12.02,11,0 till 25 %,0 deg.
Noordpolderzijl,21.264,2023,14,0.61,No,0,0,2023-11-14 03:00:00,100,51,91,70,No,12.56,11,0 till 25 %,0 deg.
Noordpolderzijl,21.219,2023,14,0.61,No,0,0,2023-11-14 04:00:00,100,43,92,64,No,12.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.182,2023,14,0.61,No,0,0,2023-11-14 05:00:00,100,32,80,89,No,12.5,11,0 till 25 %,0 deg.
Noordpolderzijl,21.194,2023,14,0.61,No,0,0,2023-11-14 06:00:00,100,30,98,74,No,12.5,11,0 till 25 %,0 deg.
Noordpolderzijl,20.8,2023,15,0.61,No,3,0,2023-11-14 19:00:00,100,100,36,100,No,11.52,11,0 till 25 %,0 deg.
Noordpolderzijl,20.88,2023,15,0.61,No,3,0,2023-11-14 20:00:00,100,100,100,95,No,10.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.022,2023,15,0.61,No,3,0,2023-11-14 21:00:00,52,14,16,100,No,10.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.046,2023,15,0.61,No,3,0,2023-11-14 22:00:00,67,40,4,95,No,10.9,11,0 till 25 %,0 deg.
Noordpolderzijl,20.92,2023,15,0.61,No,3,0,2023-11-14 23:00:00,100,100,100,80,No,10.9,11,0 till 25 %,0 deg.
Noordpolderzijl,20.848,2023,15,0.61,No,3,0,2023-11-15 00:00:00,100,52,96,99,No,11.2,11,0 till 25 %,0 deg.
Noordpolderzijl,21.18,2023,15,0.61,No,3,0,2023-11-15 01:00:00,100,51,50,93,No,10.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.104,2023,15,0.61,No,3,0,2023-11-15 02:00:00,100,59,96,43,No,10.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.688,2023,15,0.61,No,3,0,2023-11-15 03:00:00,100,45,100,7,No,9.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.06,2023,15,0.61,No,3,0,2023-11-15 04:00:00,100,80,100,13,No,9.0,11,0 till 25 %,0 deg.
Noordpolderzijl,21.008,2023,15,0.61,No,3,0,2023-11-15 05:00:00,83,37,80,5,No,9.3,11,0 till 25 %,0 deg.
Noordpolderzijl,20.954,2023,15,0.61,No,3,0,2023-11-15 06:00:00,42,16,46,0,No,9.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.204,2023,16,0.61,No,8,0,2023-11-15 19:00:00,63,58,17,2,No,10.6,11,0 till 25 %,0 deg.
Noordpolderzijl,20.936,2023,16,0.61,No,8,0,2023-11-15 20:00:00,51,50,10,0,No,10.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.58,2023,16,0.61,No,8,0,2023-11-15 21:00:00,38,42,1,0,No,10.78,11,0 till 25 %,0 deg.
Noordpolderzijl,21.25,2023,16,0.61,No,8,0,2023-11-15 22:00:00,33,37,0,0,No,10.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.44,2023,16,0.61,No,8,0,2023-11-15 23:00:00,90,100,0,0,No,10.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.328,2023,16,0.61,No,8,0,2023-11-16 00:00:00,40,45,0,0,No,10.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.282,2023,16,0.61,No,8,0,2023-11-16 01:00:00,71,79,0,0,No,10.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.356,2023,16,0.61,No,8,0,2023-11-16 02:00:00,20,20,3,0,No,10.3,11,0 till 25 %,0 deg.
Noordpolderzijl,21.32,2023,16,0.61,No,8,0,2023-11-16 03:00:00,11,10,4,0,No,9.6,11,0 till 25 %,0 deg.
Noordpolderzijl,21.254,2023,16,0.61,No,8,0,2023-11-16 04:00:00,17,14,7,0,No,9.18,11,0 till 25 %,0 deg.
Noordpolderzijl,21.32,2023,16,0.61,No,8,0,2023-11-16 05:00:00,9,9,2,0,No,8.7,11,0 till 25 %,0 deg.
Noordpolderzijl,20.952,2023,16,0.61,No,8,0,2023-11-16 06:00:00,13,12,4,0,No,8.3,11,0 till 25 %,0 deg.
Noordpolderzijl,19.756,2023,17,0.61,No,15,0,2023-11-16 18:00:00,51,13,15,100,No,6.7,11,0 till 25 %,0 deg.
Noordpolderzijl,20.504,2023,17,0.61,No,15,0,2023-11-16 19:00:00,42,11,3,100,No,5.8,11,0 till 25 %,0 deg.
Noordpolderzijl,20.546,2023,17,0.61,No,15,0,2023-11-16 20:00:00,42,8,8,100,No,5.1,11,0 till 25 %,0 deg.
Noordpolderzijl,20.424,2023,17,0.61,No,15,0,2023-11-16 21:00:00,38,9,0,100,No,4.8,11,0 till 25 %,0 deg.
Noordpolderzijl,20.716,2023,17,0.61,No,15,0,2023-11-16 22:00:00,59,32,1,100,No,5.4,11,0 till 25 %,0 deg.
Noordpolderzijl,20.89,2023,17,0.61,No,15,0,2023-11-16 23:00:00,60,33,1,100,No,4.5,11,0 till 25 %,0 deg.
Noordpolderzijl,21.14,2023,17,0.61,No,15,0,2023-11-17 00:00:00,58,31,1,100,No,4.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.18,2023,17,0.61,No,15,0,2023-11-17 01:00:00,59,28,7,100,No,4.62,11,0 till 25 %,0 deg.
Noordpolderzijl,21.23,2023,17,0.61,No,15,0,2023-11-17 02:00:00,64,27,17,100,No,4.1,11,0 till 25 %,0 deg.
Noordpolderzijl,21.4,2023,17,0.61,No,15,0,2023-11-17 03:00:00,58,28,12,87,No,5.48,11,0 till 25 %,0 deg.
Noordpolderzijl,21.4,2023,17,0.61,No,15,0,2023-11-17 04:00:00,51,18,27,63,No,4.5,11,0 till 25 %,0 deg.
Noordpolderzijl,21.424,2023,17,0.61,No,15,0,2023-11-17 05:00:00,41,7,10,97,No,4.5,11,0 till 25 %,0 deg.
Noordpolderzijl,20.43,2023,17,0.61,No,15,0,2023-11-17 06:00:00,61,26,13,98,No,3.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.058,2023,18,0.61,No,24,0,2023-11-17 20:00:00,27,21,13,0,No,4.74,11,0 till 25 %,0 deg.
Noordpolderzijl,21.114,2023,18,0.61,No,24,0,2023-11-17 21:00:00,47,39,20,0,No,3.8,11,0 till 25 %,0 deg.
Noordpolderzijl,21.202,2023,18,0.61,No,24,0,2023-11-17 22:00:00,18,6,21,0,No,4.1,11,0 till 25 %,0 deg.
Noordpolderzijl,21.27,2023,18,0.61,No,24,0,2023-11-17 23:00:00,20,17,6,3,No,3.86,11,0 till 25 %,0 deg.
Noordpolderzijl,21.3,2023,18,0.61,No,24,0,2023-11-18 00:00:00,75,52,0,93,No,3.32,11,0 till 25 %,0 deg.
Noordpolderzijl,21.35,2023,18,0.61,No,24,0,2023-11-18 01:00:00,100,100,0,99,No,2.9,11,0 till 25 %,0 deg.
Noordpolderzijl,21.42,2023,18,0.61,No,24,0,2023-11-18 02:00:00,100,100,0,100,No,2.2,11,0 till 25 %,0 deg.
Noordpolderzijl,21.32,2023,18,0.61,No,24,0,2023-11-18 03:00:00,100,100,0,100,No,2.2,11,0 till 25 %,0 deg.
Noordpolderzijl,21.31,2023,18,0.61,No,24,0,2023-11-18 04:00:00,100,100,8,100,No,2.5,11,0 till 25 %,0 deg.
Noordpolderzijl,21.216,2023,18,0.61,No,24,0,2023-11-18 05:00:00,100,97,100,100,No,3.2,11,0 till 25 %,0 deg.
Noordpolderzijl,21.094,2023,18,0.61,No,24,0,2023-11-18 06:00:00,100,20,100,99,No,3.5,11,0 till 25 %,0 deg.
Noordpolderzijl,20.497,2023,8,0.61,No,25,0,2023-12-07 18:00:00,100,100,0,100,No,2.9,12,0 till 25 %,0 deg.
Noordpolderzijl,20.715,2023,8,0.61,No,25,0,2023-12-07 19:00:00,100,100,1,100,No,2.9,12,0 till 25 %,0 deg.
Noordpolderzijl,20.258,2023,8,0.61,No,25,0,2023-12-07 20:00:00,100,100,0,100,No,2.5,12,0 till 25 %,0 deg.
